Data_Publicacao,Portal,Casa,Noticia,Resumo,Rotulo_Especialista,Evidencia,Sentimento_Rotulo,Sentimento_Indice,Acertou,URL
2021-02-22,MoneyTimes,safra,Safra reduz preço-alvo da Petrobras e aposta que impacto negativo nas ações deve durar,"O Banco Safra reduziu o preço-alvo da Petrobras (PETR4) nesta segunda-feira (22) apostando que o impacto negativo que estamos vendos nos papéis deve durar por mais um tempo, já que foi confirmada a intenção do governo de alterar a gestão da companhia. Agora, a estimativa para as ações ficou em R$ 29,50, o que corresponde […]",Negative,reduziu o preço-alvo,Negative,-0.834905207157135,True,https://www.moneytimes.com.br/safra-reduz-preco-alvo-da-petrobras-e-aposta-que-impacto-negativo-nas-acoes-deve-durar/
2021-02-22,MoneyTimes,analistas,Petrobras: troca de comando eleva percepção de risco e gera dúvidas sobre venda de refinarias,"A Ágora Investimentos entrou para a lista das instituições que cortaram suas recomendações para os papéis da Petrobras (PETR4) após o presidente Jair Bolsonaro anunciar que indicou o general Joaquim Silva e Luna para ser o novo CEO da estatal, em substituição a Roberto Castello Branco. Os analistas da Ágora rebaixaram a recomendação para venda, […]",Negative,rebaixaram a recomendação,Negative,-0.831838071346283,True,https://www.moneytimes.com.br/petrobras-troca-de-comando-eleva-percepcao-de-risco-e-gera-duvidas-sobre-venda-de-refinarias/
2021-02-22,MoneyTimes,ubs,"UBS recomenda compra das ações da Petrobras, já que estratégia não mudou","Enquanto grande parte do mercado reage à mudança de comando na Petrobras (PETR3; PETR4) orquestrada pelo presidente Jair Bolsonaro, há quem ainda mantenha recomendação de compra das ações da estatal à medida que a estratégia de longo prazo da empresa parece conservada. “Apesar da influência do governo federal, a questão-chave está fincada na estratégia de […]",Positive,recomendação de compra,Neutral,0.0,False,https://www.moneytimes.com.br/ubs-recomenda-compra-das-acoes-da-petrobras-ja-que-estrategia-nao-mudou/
2021-02-22,MoneyTimes,analistas,BofA corta Brasil para ‘marketweight’ em portfólio de ações na América Latina,"Analistas do Bank of America cortaram a recomendação para Brasil para ‘marketweight’ em portfólio de ações na América Latina, bem como reduziram exposição a companhias de controle estatal, citando “maior incerteza”. O BofA também excluiu Petrobras (PETR3; PETR4) e Eletrobras (ELET3) de seu portfólio, enquanto incluiu Klabin (KLBN11), Cosan (CSAN3) e Natura (NATU3). “Nós gostamos do setor financeiro, comércio eletrônico, empresas […]",Negative,cortaram a recomendação,Negative,-0.7401098608970642,True,https://www.moneytimes.com.br/bofa-corta-brasil-para-marketweight-em-portfolio-de-acoes-na-america-latina/
2021-02-23,MoneyTimes,ubs,UBS insiste que tombo da Petrobras foi um baita exagero e dá 5 motivos para ter calma,"Depois de surpreender o mercado ontem (22), mantendo sua recomendação de compra para as ações da Petrobras (PETR3; PETR4), enquanto os papéis tombavam na B3 e analistas diziam para os investidores venderem os papéis, o UBS BB voltou à carga nesta terça-feira (23) com um novo relatório. Segundo a instituição, o mercado exagerou bastante no […]",Positive,recomendação de compra,Negative,-0.8264355063438416,False,https://www.moneytimes.com.br/ubs-insiste-tombo-da-petrobras-foi-um-baita-exagero-e-da-5-motivos-para-ter-calma/
2021-02-23,Exame,ubs,UBS aponta 5 razões para comprar Petrobras mesmo com troca de CEO,"Na visão de analistas do banco suíço, há razões operacionais e de governança, além do próprio preço da ação, que justificam comprar os papeis preferenciais",Positive,para compra,Neutral,0.0,False,https://exame.com/invest/mercados/ubs-aponta-5-razoes-para-comprar-petrobras-mesmo-com-troca-de-ceo/
2021-02-23,Poder360,ubs,Banco suíço UBS vai contra a maré e recomenda comprar ações da Petrobras,"Banco acredita em reação “exagerada”
“Fluxo de notícias” provocou a queda
Governo anunciou troca no comando",Positive,recomenda compra,Negative,-0.6586757898330688,False,https://www.poder360.com.br/brasil/banco-suico-ubs-vai-contra-a-mare-e-recomenda-comprar-acoes-da-petrobras/
2021-02-23,MoneyTimes,ubs,3 coisas que fariam o UBS BB retirar seu apoio às ações da Petrobras,"Em meio ao pânico generalizado do mercado com a intervenção do presidente Jair Bolsonaro na Petrobras (PETR3; PETR4), o UBS BB se destacou pela convicção com que manteve a recomendação de compra dos papéis ontem (22). Sua posição foi reafirmada em um novo relatório nesta terça-feira (23), no qual listou cinco motivos para ainda acreditar […]",Positive,recomendação de compra,Negative,-0.8120839595794678,False,https://www.moneytimes.com.br/3-coisas-que-fariam-o-ubs-bb-retirar-seu-apoio-as-acoes-da-petrobras/
2021-02-23,MoneyTimes,corretora,"Aumento do preço do etanol pode estar em risco, e Ágora rebaixa recomendação da São Martinho","A Ágora Investimentos rebaixou a recomendação da São Martinho (SMTO3) de compra para neutra diante da possibilidade de troca no comando da Petrobras (PETR3;PETR4). Na avaliação da corretora, o aumento dos preços de etanol para a São Martinho pode estar em risco. “Seguindo a solicitação de mudança do CEO da Petrobras e as preocupações sobre […]",Negative,rebaixa recomendação,Negative,-0.8498630523681641,True,https://www.moneytimes.com.br/aumento-do-preco-do-etanol-pode-estar-em-risco-e-agora-rebaixa-recomendacao-da-sao-martinho/
2021-02-25,InfoMoney,analistas,"Impecável ou decepcionante? Entre divergências sobre números, futuro da Petrobras intriga mais os analistas do que balanço",A grande dúvida para a estatal segue a mesma para os analistas desde o final da semana passada: o que esperar da nova gestão com Castello Branco de saída?,Negative,decepcion,Negative,-0.8251986503601074,True,https://www.infomoney.com.br/mercados/impecavel-ou-decepcionante-entre-divergencias-sobre-numeros-futuro-da-petrobras-intriga-mais-os-analistas-do-que-balanco/
2021-03-02,MoneyTimes,analistas,"Coluna do TradingView: Analises de compra — PETR4, PCAR, USIM e POMO","Mesmo com o mercado balançando ultimamente, os analistas do TradingView enxergam algumas oportunidades de compra no mercado, confira. Lucas Bento Sampaio No âmbito da análise técnica, também existem alguns problemas para os comprados que se destacam: 1) o cruzamento baixista da média móvel simples de 20 com a de 50, indicando venda; 2) as médias […]",Positive,enxergam algumas oportunidade,Neutral,0.0,False,https://www.moneytimes.com.br/coluna-do-tradingview-analises-de-compra-petr4-pcar-usim-e-pomo/
2021-03-12,InfoMoney,bradesco bbi,"Ação da PetroRio se destaca cada vez mais em meio à turbulência na Petrobras, mas ela tem espaço para novas altas?","Nesta semana, Bradesco BBI elevou recomendação para as ações PRIO3, enquanto BBA iniciou cobertura com recomendação equivalente à compra",Positive,elevou recomendação,Positive,0.5344536900520325,True,https://www.infomoney.com.br/mercados/acao-da-petrorio-se-destaca-cada-vez-mais-em-meio-a-turbulencia-na-petrobras-mas-ela-tem-espaco-para-novas-altas/
2021-03-15,InfoMoney,itaú bba,"Bancos colocam Petrobras de volta ao radar após turbulência, mas ação fica para trás entre as preferências do setor","BofA elevou recomendação, enquanto Itaú BBA e Morgan Stanley retomam cobertura com recomendação neutra; BofA e Morgan preferem agora Ecopetrol",Positive,elevou recomendação,Neutral,0.0,False,https://www.infomoney.com.br/mercados/bancos-colocam-petrobras-de-volta-ao-radar-apos-turbulencia-mas-acao-fica-para-tras-entre-as-preferencias-do-setor/
2021-03-25,MoneyTimes,xp investimentos,"Petrobras: com saída de diretores e lentidão em reajustes, percepção de risco continuará elevada","A percepção de risco da Petrobras (PETR3;PETR4) continuará elevada até a transição do comando na empresa, afirmou a XP Investimentos. A corretora reforçou a recomendação de venda para as ações (ordinárias e preferenciais), com preço-alvo de 12 meses de R$ 24, após quatro membros da diretoria executiva comunicarem que deixarão a companhia por discordância com […]",Negative,recomendação de venda,Negative,-0.8434404134750366,True,https://www.moneytimes.com.br/petrobras-com-saida-de-diretores-e-lentidao-em-reajustes-percepcao-de-risco-continuara-elevada/
2021-04-05,InfoMoney,analistas,"Barrar venda da Rlam seria revés para a Petrobras e para a segurança energética do Brasil, apontam analistas da XP","Venda da refinaria na Bahia foi alvo de polêmica recente por conta do valor abaixo do esperado, mas analistas destacam importância do desinvestimento",Negative,abaixo do esperado,Negative,-0.8470514416694641,True,https://www.infomoney.com.br/mercados/barrar-venda-da-rlam-seria-reves-para-a-petrobras-e-para-a-seguranca-energetica-do-brasil-apontam-analistas-da-xp/
2021-05-01,MoneyTimes,analistas,Petrobras merece voto de confiança e analistas projetam alta de 34% para as ações,"O novo conselho da Petrobras (PETR3;PETR4), composto por nomes técnicos, aliado a um real mais valorizado, que pode diminuir os preços de combustíveis e a pressão dos caminhoneiros, fizeram com que a Ágora Investimentos elevasse a recomendação dos papéis da maior estatal brasileira de venda para neutra. A empresa sofreu grande baque após o presidente […]",Positive,elevasse a recomendação,Positive,0.4814105629920959,True,https://www.moneytimes.com.br/petrobras-merece-voto-de-confianca-e-analistas-projetam-alta-de-34-para-as-acoes/
2021-05-14,InfoMoney,itaú bba,"Sinais de dividendos e de políticas pró-mercado: os fatores que fizeram a Petrobras ganhar R$ 15,7 bi após o balanço","Contudo, BBI, Credit e Morgan seguem cautelosos com companhia, enquanto Itaú BBA elevou recomendação e se mostrou mais otimista",Positive,elevou recomendação,Neutral,0.0,False,https://www.infomoney.com.br/mercados/petrobras-balanco-eleva-otimismo-e-coloca-estatal-na-trilha-de-boa-pagadora-de-dividendos-mas-cautela-com-gestao-persiste/
2021-05-17,InfoMoney,itaú bba,"Após Itaú BBA, Bradesco BBI eleva recomendação para Petrobras e diz que “hora de comprar ação é agora”","“Pelo valuation atual, vale a pena correr o risco, em nossa visão”, apontam os analistas do BBI, que elevaram o preço-alvo para a ação PN para R$ 35",Positive,eleva recomendação,Neutral,0.0,False,https://www.infomoney.com.br/mercados/apos-itau-bba-bradesco-bbi-eleva-recomendacao-para-petrobras-e-diz-que-hora-de-comprar-acao-e-agora/
2021-05-18,MoneyTimes,corretora,Petrobras: administração acerta no discurso – está na hora de comprar as ações,"Está na hora de adquirir as ações da Petrobras (PETR4), afirmou a Ágora Investimentos. A corretora revisou a recomendação do papel de neutra para compra, com preço-alvo de R$ 35, depois que a estatal sinalizou perspectivas positivas para a política de dividendos e à estratégia de desinvestimento de ativos. Durante a teleconferência de resultados do […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/petrobras-administracao-acerta-no-discurso-esta-na-hora-de-comprar-as-acoes/
2021-05-21,InfoMoney,analistas,"Bolsonaro nega canetada, mas diz que há “certos preços na Petrobras que não podem continuar” e volta a acionar fator de risco","Analistas viram como positivas últimas declarações da nova gestão da companhia e elevaram recomendação, ainda que com cautela sobre futuro da estatal",Positive,elevaram recomendação,Negative,-0.748330295085907,False,https://www.infomoney.com.br/mercados/bolsonaro-nega-canetada-mas-diz-que-ha-certos-precos-na-petrobras-que-nao-podem-continuar-e-volta-a-acionar-fator-de-risco/
2021-05-28,MoneyTimes,analistas,"Petrobras: ação ordinária ou preferencial? Por ora, nenhuma das duas","Na hora de escolher um papel para comprar, sempre cai a dúvida: preferenciais ou ordinárias? Qual dará mais retorno? Para a Ágora Investimentos, no caso da Petrobras, é melhor esperar um pouco para tê-las. Segundo os analistas Vicente Falanga e Ricardo França, as ações preferenciais (PETR4) tem sido negociadas com um prêmio sobre as ordinárias […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/petrobras-acoes-ordinarias-ou-preferenciais-por-ora-nenhum-das-duas/
2021-05-28,MoneyTimes,jpmorgan,Ibovespa fecha em alta e renova máximas históricas com Petrobras,"O Ibovespa (IBOV) fechou em alta de 1% nesta sexta-feira, renovando máximas históricas, apoiado principalmente no salto de Petrobras (PETR4) após o JPMorgan elevar recomendação para ‘overweight’, enquanto Sabesp (SBSP3) capitaneou as perdas em meio a comentários do governo de São Paulo sobre a companhia. Índice de referência do mercado acionário brasileiro, o Ibovespa subiu […]",Positive,elevar recomendação,Positive,0.8493114709854126,True,https://www.moneytimes.com.br/ibovespa-fecha-em-alta-e-renova-maximas-historicas-com-petrobras/
2021-07-01,Exame,credit suisse,"BR Distribuidora pode subir 46% após saída da Petrobras, diz Credit Suisse","Visando menor interferência estatal, analistas elevam preço-alvo em relatório desta semana",Positive,elevam preço-alvo,Negative,-0.5322997570037842,False,https://exame.com/invest/mercados/br-distribuidora-pode-subir-46-apos-saida-da-petrobras-diz-credit-suisse/
2021-07-01,InfoMoney,analistas,"Sem ter mais a Petrobras como sócia, o que esperar da BR Distribuidora? Analistas destacam perspectivas positivas para a empresa","Expectativa do mercado está em torno dos ganhos com a nova gestão da BR Distribuidora, que está sob o comando de Wilson Ferreira Júnior",Positive,positivas para a empresa,Positive,0.4968340694904327,True,https://www.infomoney.com.br/mercados/sem-ter-mais-a-petrobras-como-socia-o-que-esperar-da-br-distribuidora-analistas-destacam-perspectivas-positivas-para-a-empresa/
2021-07-06,MoneyTimes,ubs,"BR Distribuidora: ação está barata e empresa mais eficiente, aponta UBS","A venda de 37,5% da participação da Petrobras (PETR3;PETR4) na BR Distribuidora (BRDT3) deverá tirar uma pedra das costas da empresa e destravar valor para o acionista, aponta o UBS em relatório enviado a clientes e obtido pelo Money Times. Com isso, o banco suíço elevou o preço-alvo das ações da companhia de R$ 30 […]",Positive,elevou o preço-alvo,Neutral,0.0,False,https://www.moneytimes.com.br/br-distribuidora-acao-esta-barata-e-empresa-mais-eficiente-aponta-ubs/
2021-07-28,MoneyTimes,levante,"Compass fecha acordo para comprar fatia da Petrobras na Gaspetro por R$ 2,03 bi","A Compass, empresa de gás e energia do grupo Cosan (CSAN3), informou nesta quarta-feira que fechou contrato para aquisição da fatia de 51% da Petrobras (PETR4) na Gaspetro, holding que detém participações em 19 distribuidoras de gás canalizado no Brasil, conforme fato relevante. O valor do investimento para a compra do ativo é de 2,03 […]",Positive,para compra,Positive,0.6629786491394043,True,https://www.moneytimes.com.br/compass-fecha-acordo-para-comprar-fatia-da-petrobras-na-gaspetro-por-r-203-bi/
2021-08-04,InfoMoney,analistas,"Petrobras reverte prejuízo e registra lucro líquido de R$ 42,855 bilhões no 2º trimestre de 2021, bem acima do esperado","A média das projeções dos analistas apontava para um lucro líquido de R$ 30,67 bilhões, segundo dados compilados pela Refinitiv.",Positive,acima do esperado,Negative,-0.5593317151069641,False,https://www.infomoney.com.br/mercados/petrobras-reverte-prejuizo-e-registra-lucro-liquido-de-r-42855-bilhoes-no-2o-trimestre-de-2021/
2021-08-05,MoneyTimes,credit suisse,Petrobras: Credit Suisse indica a compra das ações e eleva projeção em 27%,"O Credit Suisse elevou a recomendação da ADR da Petrobras (PETR4) de “neutra” para “outperform” e subiu o preço-alvo para 14 dólares, de 11 dólares, após a estatal divulgar na véspera um lucro de 42,86 bilhões de reais no segundo trimestre, superando com folga estimativas. “Reconhecemos que existem riscos significativos no horizonte. No entanto, acreditamos que […]",Positive,elevou a recomendação,Neutral,0.0,False,https://www.moneytimes.com.br/petrobras-credit-suisse-indica-a-compra-das-acoes-e-eleva-projecao-em-27/
2021-08-05,InfoMoney,analistas,"Petrobras ganha R$ 30,7 bi de valor com altos dividendos “emocionando” investidores; analistas destacam que mais está por vir","Após balanço e dividendos, Credit elevou recomendação e BBI subiu preço-alvo; riscos políticos seguem, mas valuation e visão de bons proventos se destacam",Positive,elevou recomendação,Positive,0.5585156083106995,True,https://www.infomoney.com.br/mercados/petrobras-faz-as-pazes-com-acionistas-com-altos-dividendos-acoes-saltam-bancos-sobem-projecoes-e-apontam-mais-esta-por-vir/
2021-08-06,Petronoticias,levante,AUDITORIA DO TCU APONTA PARA RISCOS NO ABASTECIMENTO E AUMENTO DE PREÇOS DEVIDO À VENDA DE REFINARIAS,"Uma auditoria elaborada pelo Tribunal de Contas da União (TCU) chamou a atenção para “turbulências” que podem ocorrer no curto prazo após a venda de refinarias que está sendo promovida pela Petrobrás. O tribunal acredita ser baixa a chance de desabastecimento de combustíveis líquidos, mas enxerga um risco relevante de interrupções de fornecimento de GLP, […]",Negative,enxerga um risco,Neutral,0.0,False,https://petronoticias.com.br/auditoria-do-tcu-aponta-para-riscos-no-abastecimento-e-aumento-de-precos-devido-a-venda-de-refinarias/
2021-09-02,MoneyTimes,corretora,10 ações para comprar hoje e ter chance de lucrar no fim do mês,"A MyCap realizou 5 trocas em sua carteira recomendada de ações para setembro, mostra relatório publicado pela corretora e obtido pelo Money Times nesta quinta-feira (2). Os analistas retiram as ações da brMalls (BRML3), Petrobras (PETR4), Sequoia (SEQL3), Locaweb (LWSA3) e B3 (B3SA3) para a entrada de Rede D’or (RDOR3), Weg (WEGE3), Alupar (ALUP11), PetroRio […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/10-acoes-para-comprar-hoje-e-ter-chance-de-lucrar-no-fim-do-mes/
2021-09-29,Exame,analistas,"Petrobras, PetroRio ou 3R: qual a melhor ação com a alta do petróleo?","Analistas avaliam se as ações da Petrobras, em meio a persistentes riscos de interferência política, estão atrativas em relação às petroleiras privadas",Positive,estão atrativ,Neutral,0.0,False,https://exame.com/invest/mercados/petrobras-petrorio-ou-3r-qual-acao-para-aproveitar-a-alta-do-petroleo/
2021-10-14,InfoMoney,credit suisse,"Mudança de cálculo do ICMS para combustíveis é positiva para a Petrobras, aponta Credit Suisse",Analistas apontam que medida endereça debate politico sobre os preços dos combustíveis sem interferir nos preços de mercado da refinaria,Positive,é positiv,Neutral,0.0,False,https://www.infomoney.com.br/mercados/mudanca-de-calculo-do-icms-para-combustiveis-e-positiva-para-a-petrobras-aponta-credit-suisse/
2021-11-19,InfoMoney,bradesco bbi,Bradesco BBI coloca Petrobras (PETR4) como ação preferida do setor – pelo menos até aproximação das eleições,"Analistas trocaram preferências de  PetroRio, Petrobras e Vibra para Petrobras, Vibra e PetroRio, mas mantendo recomendação outperform para ativos",Positive,outperform,Neutral,0.0,False,https://www.infomoney.com.br/mercados/bradesco-bbi-coloca-petrobras-petr4-como-acao-preferida-do-setor-pelo-menos-ate-aproximacao-das-eleicoes/
2021-11-22,InfoMoney,xp,"Por que XP, Itaú e Minerva estão entre as empresas preferidas do Morgan Stanley na América Latina?","Petrobras, Vale e Gerdau também estão entre os “top picks” do banco de investimentos",Positive,top pick,Positive,0.6188724637031555,True,https://www.infomoney.com.br/mercados/por-que-xp-itau-e-minerva-estao-entre-as-empresas-preferidas-do-morgan-stanley-na-america-latina/
2021-11-26,MoneyTimes,santander,Petrobras: Santander pede calma com “oba-oba” após novo plano estratégico,"O Santander está na contramão dos mercados quando o assunto é indicar a compra dos papéis da Petrobras (PETR3; PETR4), apesar de ter elevado o preço-alvo de R$ 28 para R$ 34 para o fim de 2022. Os analistas Rodrigo Almeida e Christian Audi preferiram continuar com a recomendação de manutenção para os papéis. A […]",Positive,elevado o preço-alvo,Negative,-0.5151410102844238,False,https://www.moneytimes.com.br/petrobras-santander-pede-calma-com-oba-oba-apos-novo-plano-estrategico/
2021-12-03,MoneyTimes,corretora,Dividendos da Petrobras valem o risco de se investir na estatal?,"A Nu invest, divisão do Nubank, emitiu um relatório recomendando a compra das ações da Petrobras (PETR4), após o recente anúncio de dividendos, apesar de a estatal ser alvo de pressões políticas por conta de sua política de preços. Segundo a corretora, a companhia é negociada com um “valuation atrativo” (2,3 vezes EV/Ebitda projetado para […]",Positive,recomendando a compra,Neutral,0.0,False,https://www.moneytimes.com.br/dividendos-da-petrobras-valem-o-risco-de-se-investir-em-uma-estatal/
2021-12-27,InfoMoney,xp,Petrobras (PETR3;PETR4): XP retoma cobertura com recomendação de compra,"Para os analistas da corretora, valuation atrativo, dividendos e qualidade de ativos se sobrepõem a riscos políticos",Positive,recomendação de compra,Neutral,0.0,False,https://www.infomoney.com.br/mercados/petrobras-xp-retoma-cobertura-com-recomendacao-de-compra/
2021-12-27,MoneyTimes,xp,Ação da Petrobras está “barata demais para ignorar”; XP retoma cobertura com indicação de compra,"A XP Investimentos retomou a cobertura das ações da Petrobras com recomendação de compra e preços-alvo de R$ 45,30 para os papéis negociados no Brasil (PETR3;PETR4) e US$ 16,40 às ADRs (American Depositary Receipts, recibos de ações de uma empresa estrangeira negociada nos Estados Unidos – PBR). Na opinião da corretora, a empresa está “barata […]",Positive,recomendação de compra,Negative,-0.5292037129402161,False,https://www.moneytimes.com.br/acao-da-petrobras-esta-barata-demais-para-ignorar-xp-retoma-cobertura-com-indicacao-de-compra/
2022-01-06,InfoMoney,analistas,"Credit vê petróleo mais caro, eleva preço-alvo de PetroRio (PRIO3) e projeta dividendo de US$ 18 bi para Petrobras (PETR4) em 2022","Para analistas do banco, petróleo brent chegará ao fim do ano a US$ 75 o barril, ante projeção anterior de US$ 69 o barril",Positive,eleva preço-alvo,Negative,-0.6686509847640991,False,https://www.infomoney.com.br/mercados/credit-ve-petroleo-mais-alto-eleva-preco-alvo-de-petrorio-prio3-e-projeta-dividendo-de-us-18-bi-para-petrobras-petr4-em-2022/
2022-01-15,MoneyTimes,xp,XP faz troca tática em carteira semanal; veja a composição,"A XP realizou uma troca em sua carteira recomendada semanal, mostra relatório. Com isso, a ação da Cyrela (CYRE3) saiu para a entrada de Marfrig (MRFG3).  Na semana, a carteira Top Picks Arena valorizou 5,06%, enquanto o Ibovespa (IBOV) saltou 4,1%. A maior contribuição foi da Petrobras, que disparou 11,6%. Nenhuma ação teve desempenho negativo.  […]",Positive,top pick,Neutral,0.0,False,https://www.moneytimes.com.br/xp-faz-troca-tatica-em-carteira-semanal-veja-a-composicao/
2022-01-19,MoneyTimes,corretora,"Dividendos: 10 ações para comprar agora, com rentabilidade que chega a 17%","O Inter Research não realizou nenhuma alteração em sua carteira de dividendos para janeiro publicada nesta semana. Segundo a corretora, apesar da queda do Ibovespa, as empresas conseguiram entregar resultados, com destaque para o setor de siderurgia e mineração, com forte contribuição da Vale (VALE3), além de óleo e gás, com Petrobras (PETR3;PETR4), beneficiadas pelo […]",Positive,para compra,Positive,0.6453491449356079,True,https://www.moneytimes.com.br/dividendos-10-acoes-para-comprar-agora-com-rentabilidade-que-chega-a-17/
2022-01-31,InfoMoney,credit suisse,"Petrobras (PETR3;PETR4): dados de reservas provadas foram muito positivos para estatal, diz Credit Suisse","Após seis anos de reservas estagnadas ou em declínio, a Petrobras reverteu a tendência com a maior adição de reservas em um ano em sua história",Positive,foram muito positiv,Positive,0.7273256778717041,True,https://www.infomoney.com.br/mercados/petrobras-petr3petr4-dados-de-reservas-provadas-foram-muito-positivos-para-estatal-diz-credit-suisse/
2022-02-02,MoneyTimes,santander,"Ibovespa cai com peso de bancos, Petrobras e com Copom no radar","O principal índice da bolsa brasileira caiu nesta quarta-feira, sob pressão das ações de bancos, contaminadas pelo resultado abaixo do esperado do Santander Brasil (SANB11), e com a pressão dos papéis da Petrobras (PETR4). Investidores aguardam a decisão de política monetária do Banco Central (BC), em especial o tom de seu comunicado. O Ibovespa (IBOV) […]",Negative,abaixo do esperado,Negative,-0.7067928910255432,True,https://www.moneytimes.com.br/ibovespa-cai-com-peso-de-bancos-e-petrobras-antes-de-decisao-do-copom/
2022-02-02,InfoMoney,analistas,As ações mais recomendadas pelos analistas para comprar em fevereiro; Vale lidera e Renner entra na seleção,"Itaú e Petrobras também estão no topo, com celulose, varejo e indústria dividindo as demais posições",Positive,para compra,Neutral,0.0,False,https://www.infomoney.com.br/onde-investir/as-acoes-mais-recomendadas-pelos-analistas-para-comprar-em-fevereiro-vale-lidera-e-renner-entra-na-selecao/
2022-02-03,MoneyTimes,btg,"“Hora de se expor”: Veja as ações para comprar agora e aproveitar a recuperação da bolsa, segundo o BTG","O BTG elevou a régua e realizou sete alterações para se expor mais ao risco e aproveitar a recuperação do Ibovespa, que disparou 7% em janeiro.  Segundo a corretora, mesmo após o forte desempenho do mês passado, os valuations no Brasil continuam muito atrativos, com as ações locais (sem Petrobras (PETR3;PETR4) e Vale (VALE3)) negociadas […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/hora-de-se-expor-veja-as-acoes-para-comprar-agora-e-aproveitar-a-recuperacao-da-bolsa-segundo-o-btg/
2022-02-18,MoneyTimes,bank of america,"Petrobras (PETR4): Bank of America eleva preço-alvo, à espera de 4T21 forte","O Bank of America (BofA) elevou o preço-alvo das ADRs (American Depositary Receipts, recibo de ação de uma empresa estrangeira negociada nos Estados Unidos) da companhia de US$ 14,50 (R$ 40,50 por ação) para US$ 16,50 (R$ 46,50 por ação), acompanhando estimativas maiores. Analistas ajustaram as projeções para o quarto trimestre de 2021 após a […]",Positive,eleva preço-alvo,Positive,0.501546323299408,True,https://www.moneytimes.com.br/petrobras-petr4-bank-of-america-eleva-preco-alvo-a-espera-de-4t21-forte/
2022-03-02,MoneyTimes,xp,Veja as 5 ações escaladas pela XP para a semana encurtada pelo Carnaval,"A carteira Top Picks semanal da XP Investimentos segue com os cinco ativos indicados na última semana. As ações de Bradesco (BBDC4), Cyrela (CYRE3), Ser Educacional (SEER3), Light (LIGT3) e Petrobras (PETR4) foram mantidas no portfólio, cada uma com peso de 20%. Empresa Ticker Peso Bradesco BBDC4 20% Cyrela CYRE3 20% Light LIGT3 20% Petrobras […]",Positive,top pick,Neutral,0.0,False,https://www.moneytimes.com.br/veja-as-5-acoes-escaladas-pela-xp-para-a-semana-encurtada-pelo-carnaval/
2022-03-14,MoneyTimes,btg,"Petrobras (PETR4), Azul (AZUL4) e outras ações para vender nesta segunda, segundo Ágora e BTG","Se o BTG Pactual (BPAC11) e a Ágora Investimentos indicaram a Weg (WEGE3) como parte das ações recomendadas para esta segunda-feira (14), outras ações bastante conhecidas figuram a lista de venda para o investidor. Entre elas estão Petrobras (PETR4) e Azul (AZUL4). Ambas corretoras divulgaram suas recomendações de venda para o dia. As ações sugeridas […]",Negative,recomendações de venda,Neutral,0.0,False,https://www.moneytimes.com.br/petrobras-petr4-azul-azul4e-outras-acoes-para-vender-nesta-segunda-segundo-agora-e-btg/
2022-03-25,MoneyTimes,xp,Carteira semanal da XP ganha nova ação com retirada da Marfrig (MRFG3); confira,"A XP Investimentos realizou uma mudança em sua carteira Top Picks semanal. Para o período entre 25 de março e 1º de abril, a corretora optou por substituir a ação da Marfrig (MRFG3), que deixa o portfólio após a entrada da Porto Seguro (PSSA3). Os papéis de Bradesco (BBDC4), Vale (VALE3), Copel (CPLE6) e Petrobras […]",Positive,top pick,Neutral,0.0,False,https://www.moneytimes.com.br/carteira-semanal-da-xp-ganha-nova-acao-com-retirada-da-marfrig-mrfg3-confira/
2022-03-26,MoneyTimes,btg,"Veja 5 ações para comprar na próxima semana, de acordo com PagBank","O banco digital PagBank atualizou sua carteira recomendada semanal. Com a atualização, o portfólio passa a ter maior peso a ações ligadas a petróleo. Os cinco papéis indicados para o período entre 25 de março e 1º de abril, todos com peso igual de 20%, são: BTG Pactual (BPAC11), Fleury (FLRY3), Petrobras (PETR4), Transmissão Paulista […]",Positive,para compra,Neutral,0.0,False,https://www.moneytimes.com.br/veja-5-acoes-para-comprar-na-proxima-semana-de-acordo-com-pagbank/
2022-03-30,InfoMoney,xp,"Petrobras (PETR3;PETR4): por valuation e dividendo, XP eleva preço-alvo para ações e mantém recomendação de compra","Analistas revisaram estimativas, mas destacaram no título do documento:  “quanto mais as coisas mudam, mais elas permanecem as mesmas”",Positive,eleva preço-alvo,Positive,0.5959556698799133,True,https://www.infomoney.com.br/mercados/petrobras-petr3petr4-por-valuation-e-dividendo-xp-eleva-preco-alvo-para-acoes-e-mantem-recomendacao-de-compra/
2022-03-30,MoneyTimes,xp,Petrobras (PETR4): XP eleva preço-alvo para a ação e prevê ‘alto rendimento de dividendos’,"A XP Investimentos elevou o preço-alvo para as ações da Petrobras (PETR4) dois dias após o governo confirmar a troca de CEOs na companhia, mostra relatório desta quarta-feira (30). A corretora cita a expectativa por “alto rendimento de dividendos“, de cerca de 23% para 2022 e de 100% somando os próximos cinco anos. O preço-alvo […]",Positive,eleva preço-alvo,Positive,0.6124637722969055,True,https://www.moneytimes.com.br/petrobras-petr4-xp-eleva-preco-alvo-para-a-acao-e-fala-em-alto-rendimento-de-dividendos/
