Data_Entrega,Ano,Ticker,Nome_Companhia,Codigo_CVM,Categoria,Tipo,Especie,Assunto,Protocolo_Entrega,Link_Download,p_pos,p_neg,p_neu,Rotulo,Confianca,Indice
2022-02-07,2022,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Fato Relevante,,,Guidance 2022,023159IPE070220220104459904-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939307&numSequencia=464041&numVersao=1,0.25605977,0.14874728,0.59519297,NEUTRAL,0.59519297,0.107312486
2022-02-07,2022,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Fato Relevante,,,Fato Relevante - Potenciais sinergias na Combinação de Negócios entre Hapvida e GNDI,024392IPE070220220104459904-84,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939311&numSequencia=464045&numVersao=1,0.7577768,0.05293735,0.18928587,POSITIVE,0.7577768,0.70483947
2022-02-07,2022,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Relatório de Análise do Desempenho do 4T21 (Inglês),023159IPE070220220104459904-75,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939309&numSequencia=464043&numVersao=1,0.18122107,0.14558463,0.6731943,NEUTRAL,0.6731943,0.03563644
2022-02-07,2022,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação - Potenciais sinergias na Combinação de Negócios entre Hapvida e GNDI,024392IPE070220220104459905-05,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939315&numSequencia=464049&numVersao=1,0.80563897,0.043094072,0.15126695,POSITIVE,0.80563897,0.7625449
2022-02-07,2022,VBBR3,VIBRA ENERGIA S/A,24295,Fato Relevante,,,Vibra e Prisma celebram Acordo de Investimentos para constituição de Fundo de Investimento Imobiliário,024295IPE070220220104459905-43,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939321&numSequencia=464055&numVersao=1,0.26291278,0.04630099,0.69078624,NEUTRAL,0.69078624,0.21661179
2022-02-07,2022,CCRO3,CCR S.A.,18821,Fato Relevante,,,Decisões TCE - ViaLagos,018821IPE070220220204474412-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939612&numSequencia=464346&numVersao=2,0.09853216,0.28455734,0.61691046,NEUTRAL,0.61691046,-0.18602517
2022-02-07,2022,CCRO3,CCR S.A.,18821,Fato Relevante,,,Operação Barcas - Compra e Venda - CPC x SPTA,018821IPE070220220104459912-13,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939580&numSequencia=464314&numVersao=1,0.06661546,0.5230074,0.41037717,NEGATIVE,0.5230074,-0.45639193
2022-02-07,2022,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre FPSO para o Projeto Integrado Parque das Baleias,009512IPE070220220104459912-33,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939588&numSequencia=464322&numVersao=1,0.10549475,0.08858783,0.8059175,NEUTRAL,0.8059175,0.016906925
2022-02-07,2022,GOLL4,GOL LINHAS AEREAS INTELIGENTES SA,19569,Fato Relevante,,,GOL e American Assinam Acordo de Investimento Definitivo,019569IPE070220220104459905-61,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939331&numSequencia=464065&numVersao=1,0.19589905,0.07038407,0.7337169,NEUTRAL,0.7337169,0.12551498
2022-02-07,2022,SMTO3,SÃO MARTINHO SA,20516,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Alteração do cronograma estimativo e abertura do prazo de desistência da Oferta Pública de debêntures simples,020516IPE070220220104459914-59,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939702&numSequencia=464436&numVersao=1,0.029090008,0.89913005,0.071779944,NEGATIVE,0.89913005,-0.87004006
2022-02-07,2022,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação para a Teleconferência de Resultados do 4T21,023159IPE070220220104459904-52,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939310&numSequencia=464044&numVersao=1,0.09053949,0.09254188,0.8169186,NEUTRAL,0.8169186,-0.0020023882
2022-02-08,2022,RENT3,LOCALIZA  FLEET S.A.,24813,Fato Relevante,,,19ª emissão de debêntures da Localiza Rent a Car,024813IPE080220220104460012-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940061&numSequencia=464795&numVersao=1,0.4038515,0.07479667,0.5213518,NEUTRAL,0.5213518,0.32905483
2022-02-08,2022,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Notícia Divulgada na Mídia,020087IPE080220220104460011-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940053&numSequencia=464787&numVersao=1,0.2416137,0.28209174,0.47629455,NEUTRAL,0.47629455,-0.040478036
2022-02-08,2022,BBDC4,BANCO BRADESCO S.A.,906,Fato Relevante,,,Guidance,000906IPE080220220104460011-62,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939986&numSequencia=464720&numVersao=1,0.22059132,0.28096324,0.49844542,NEUTRAL,0.49844542,-0.06037192
2022-02-08,2022,BBDC4,BANCO BRADESCO S.A.,906,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Report on Economic and Financial Analysis,000906IPE311220210104460011-30,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940007&numSequencia=464741&numVersao=1,0.13346344,0.22893608,0.63760054,NEUTRAL,0.63760054,-0.095472634
2022-02-08,2022,BBDC4,BANCO BRADESCO S.A.,906,Fato Relevante,,,Cancelamento de ações em tesouraria e aumento de capital com bonificação em ações,000906IPE080220220104460011-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939991&numSequencia=464725&numVersao=1,0.043346982,0.87243915,0.08421389,NEGATIVE,0.87243915,-0.82909214
2022-02-08,2022,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras recebe confirmação na nota de crédito pela Fitch,009512IPE080220220104460011-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=939997&numSequencia=464731&numVersao=1,0.23088418,0.091130994,0.6779848,NEUTRAL,0.6779848,0.1397532
2022-02-08,2022,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Petrobras sobre resultado do 4º trimestre de 2021,009512IPE080220220104460012-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940064&numSequencia=464798&numVersao=1,0.5860049,0.16585211,0.24814297,POSITIVE,0.5860049,0.42015278
2022-02-08,2022,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Prêmio Global de Sustentabilidade S&ampP,002437IPE080220220104460011-88,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940046&numSequencia=464780&numVersao=1,0.32953286,0.13845967,0.53200746,NEUTRAL,0.53200746,0.1910732
2022-02-08,2022,RENT3,LOCALIZA RENT A CAR SA,19739,Fato Relevante,,,19ª emissão de debêntures da Localiza Rent a Car,019739IPE080220220104460012-32,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940055&numSequencia=464789&numVersao=1,0.4038515,0.07479667,0.5213518,NEUTRAL,0.5213518,0.32905483
2022-02-08,2022,EQTL3,EQUATORIAL ENERGIA S/A,20010,Fato Relevante,,,Precificação de Oferta de Ações,020010IPE080220220104460014-56,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940171&numSequencia=464905&numVersao=1,0.11450788,0.12911083,0.7563813,NEUTRAL,0.7563813,-0.014602952
2022-02-08,2022,VIVT3,TELEFÔNICA BRASIL S.A.,17671,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Fechamento de operação com a Ânima Educação,017671IPE080220220104460012-89,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940085&numSequencia=464819&numVersao=1,0.64416736,0.043533627,0.312299,POSITIVE,0.64416736,0.60063374
2022-02-08,2022,AZUL4,AZUL S.A.,24112,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Azul Informa Resultados de Tráfego de Janeiro de 2022,024112IPE080220220104460012-45,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940062&numSequencia=464796&numVersao=1,0.1492433,0.13900232,0.71175444,NEUTRAL,0.71175444,0.010240972
2022-02-09,2022,VIVT3,TELEFÔNICA BRASIL S.A.,17671,Fato Relevante,,,Oi Móvel - Aprovação CADE,017671IPE090220220104460111-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940625&numSequencia=465359&numVersao=1,0.22105731,0.11394124,0.66500145,NEUTRAL,0.66500145,0.10711607
2022-02-09,2022,OIBR3,OI S.A. - EM RECUPERAÇÃO JUDICIAL,11312,Fato Relevante,,,Alienação UPI Ativos Móveis - Aprovação pelo CADE,011312IPE090220220104460109-78,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940487&numSequencia=465221&numVersao=1,0.17288677,0.11728952,0.7098237,NEUTRAL,0.7098237,0.055597253
2022-02-09,2022,EMBR3,EMBRAER S.A.,20087,Fato Relevante,,,Aditivos Contratuais,020087IPE090220220104460111-44,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940626&numSequencia=465360&numVersao=1,0.09054005,0.49083152,0.41862842,NEGATIVE,0.49083152,-0.40029147
2022-02-09,2022,CCRO3,CCR S.A.,18821,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Informações sobre a movimentação nas concessões sob gestão da Companhia,018821IPE090220220104460112-64,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940766&numSequencia=465500&numVersao=1,0.184422,0.070403405,0.7451745,NEUTRAL,0.7451745,0.1140186
2022-02-09,2022,PSSA3,PORTO SEGURO SA,16659,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação da Empresa,016659IPE311220210104460109-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940510&numSequencia=465244&numVersao=1,0.22486651,0.16887332,0.60626024,NEUTRAL,0.60626024,0.055993184
2022-02-09,2022,TIMS3,TIM S.A.,24929,Fato Relevante,,,CADE aprova a aquisição pela TIM da maior parte dos ativos da operação de telefonia móvel da Oi,024929IPE090220220104460111-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940630&numSequencia=465364&numVersao=1,0.8541161,0.038199965,0.10768394,POSITIVE,0.8541161,0.8159161
2022-02-09,2022,AZUL4,AZUL S.A.,24112,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Azul Cargo apresenta o primeiro Embraer  Classe F cargueiro do mundo,024112IPE090220220104460112-45,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940744&numSequencia=465478&numVersao=1,0.63707745,0.06268205,0.30024046,POSITIVE,0.63707745,0.5743954
2022-02-09,2022,SUZB3,SUZANO S.A.,13986,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Nova linha de crédito rotativo,013986IPE090220220104460111-48,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940597&numSequencia=465331&numVersao=1,0.32427776,0.060658067,0.61506414,NEUTRAL,0.61506414,0.2636197
2022-02-09,2022,PETR4,PETRÓLEO BRASILEIRO  S.A.  - PETROBRAS,9512,Fato Relevante,,,Relatório de Produção e Vendas 4T21,009512IPE090220220104460111-94,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940668&numSequencia=465402&numVersao=1,0.23655069,0.115669206,0.64778006,NEUTRAL,0.64778006,0.12088148
2022-02-09,2022,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Assinatura de Contrato Angra 3,002437IPE090220220104460112-03,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940671&numSequencia=465405&numVersao=1,0.10872866,0.10303046,0.78824085,NEUTRAL,0.78824085,0.005698204
2022-02-09,2022,TIMS3,TIM S.A.,24929,Fato Relevante,,,English version - CADE approves the acquisition by TIM of most of the assets of Oi&ampaposs mobile operation,024929IPE090220220104460111-68,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940634&numSequencia=465368&numVersao=1,0.14590196,0.12700054,0.7270975,NEUTRAL,0.7270975,0.018901423
2022-02-09,2022,HAPV3,HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.,24392,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Combinação de Negócios entre Hapvida e GNDI - Parcela Caixa Final,024392IPE090220220104460111-86,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940694&numSequencia=465428&numVersao=1,0.13147262,0.07708968,0.7914377,NEUTRAL,0.7914377,0.054382935
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Reunião Interativa - Resultados 2021,019348IPE110220220104460208-77,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941193&numSequencia=465927&numVersao=1,0.13019963,0.10736392,0.7624364,NEUTRAL,0.7624364,0.02283571
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Press Release,019348IPE100220220104460212-41,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941523&numSequencia=466257&numVersao=1,0.2365408,0.3493209,0.4141383,NEUTRAL,0.4141383,-0.112780094
2022-02-10,2022,BRFS3,BRF S.A.,16292,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Pedido Público de Procuração AGEO 2022,016292IPE100220220104460211-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941386&numSequencia=466120&numVersao=1,0.08208228,0.33420616,0.58371156,NEUTRAL,0.58371156,-0.2521239
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Gerenciamento de Riscos - Pilar 3,019348IPE020820210204423511-92,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941562&numSequencia=466296&numVersao=2,0.18333827,0.18453228,0.6321295,NEUTRAL,0.6321295,-0.0011940151
2022-02-10,2022,ITSA4,ITAUSA S.A.,7617,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Negociação das próprias ações para tesouraria,007617IPE100220220104460211-40,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941416&numSequencia=466150&numVersao=1,0.10555958,0.06773288,0.82670754,NEUTRAL,0.82670754,0.037826702
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Fato Relevante,,,Pagamento de JCP,019348IPE100220220104460212-41,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941532&numSequencia=466266&numVersao=1,0.107492365,0.13836244,0.75414526,NEUTRAL,0.75414526,-0.030870073
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Fato Relevante,,,Projeções para o ano de 2022.,019348IPE100220220104460212-08,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941527&numSequencia=466261&numVersao=1,0.18490432,0.123955175,0.69114053,NEUTRAL,0.69114053,0.060949147
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Indicadores financeiros selecionados sobre o resultado trimestral.,019348IPE100220220104460212-07,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941519&numSequencia=466253&numVersao=1,0.13766058,0.091851994,0.7704874,NEUTRAL,0.7704874,0.045808583
2022-02-10,2022,ITUB4,ITAÚ UNIBANCO HOLDING S.A.,19348,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Gerenciamento de Riscos - Pilar 3,019348IPE100220220104460212-42,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941528&numSequencia=466262&numVersao=1,0.18333827,0.18453228,0.6321295,NEUTRAL,0.6321295,-0.0011940151
2022-02-10,2022,BBSE3,BB SEGURIDADE PARTICIPAÇÕES S.A.,23159,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Informativo mensal de desempenho Dezembro 2021,023159IPE100220220104460207-36,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941124&numSequencia=465858&numVersao=1,0.30951756,0.13303863,0.5574438,NEUTRAL,0.5574438,0.17647894
2022-02-10,2022,SUZB3,SUZANO S.A.,13986,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação de resultados da Teleconferência 4T21,013986IPE100220220104460205-86,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941057&numSequencia=465791&numVersao=1,0.16550927,0.07015077,0.76433986,NEUTRAL,0.76433986,0.0953585
2022-02-10,2022,PSSA3,PORTO SEGURO SA,16659,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação da Empresa,016659IPE311220210204480609-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941100&numSequencia=465834&numVersao=2,0.22486651,0.16887332,0.60626024,NEUTRAL,0.60626024,0.055993184
2022-02-10,2022,TIMS3,TIM S.A.,24929,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Solicitação de esclarecimentos sobre oscilação atípica,024929IPE100220220104460211-23,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941423&numSequencia=466157&numVersao=1,0.08142723,0.520354,0.3982188,NEGATIVE,0.520354,-0.43892676
2022-02-10,2022,SBSP3,CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO,14443,Fato Relevante,,,Aprovação da realização da 30ª emissão de debêntures,014443IPE100220220104460211-69,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941476&numSequencia=466210&numVersao=1,0.19320056,0.06340683,0.7433926,NEUTRAL,0.7433926,0.12979373
2022-02-10,2022,COGN3,COGNA EDUCAÇÃO S.A.,17973,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Plano Individual de Investimento,017973IPE100220220104460212-97,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941668&numSequencia=466402&numVersao=1,0.1410323,0.081453085,0.7775146,NEUTRAL,0.7775146,0.05957921
2022-02-10,2022,COGN3,COGNA EDUCAÇÃO S.A.,17973,Fato Relevante,,,Mudança no conselho de administração e diretoria,017973IPE100220220104460213-04,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941655&numSequencia=466389&numVersao=1,0.08665153,0.12813738,0.7852111,NEUTRAL,0.7852111,-0.041485853
2022-02-10,2022,COGN3,COGNA EDUCAÇÃO S.A.,17973,Fato Relevante,,,Aprovação Programa de Recompra de Ações,017973IPE100220220104460213-39,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941661&numSequencia=466395&numVersao=1,0.14159995,0.08641469,0.77198535,NEUTRAL,0.77198535,0.055185266
2022-02-10,2022,COGN3,COGNA EDUCAÇÃO S.A.,17973,Fato Relevante,,,ACV 2022 Vasta,017973IPE100220220204483612-96,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941711&numSequencia=466445&numVersao=2,0.24783617,0.12439543,0.6277684,NEUTRAL,0.6277684,0.12344074
2022-02-10,2022,VALE3,VALE S.A.,4170,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Produção e Vendas da Vale no 4T21 e 2021,004170IPE100220220104460211-29,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941400&numSequencia=466134&numVersao=1,0.62839645,0.09403471,0.27756885,POSITIVE,0.62839645,0.5343617
2022-02-10,2022,CSNA3,CIA SIDERURGICA NACIONAL,4030,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Conclusão do procedimento de Bookbuilding - 1ª Emissão de CRI CSN Cimentos,004030IPE100220220104460206-24,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941056&numSequencia=465790&numVersao=1,0.11440862,0.09654727,0.7890441,NEUTRAL,0.7890441,0.017861351
2022-02-10,2022,NTCO3,NATURA & CO HOLDING S.A.,24783,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,,Negociações atípicas de valores mobiliários,024783IPE100220220104460212-58,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941583&numSequencia=466317&numVersao=1,0.03414469,0.92137396,0.04448136,NEGATIVE,0.92137396,-0.88722926
2022-02-10,2022,EMBR3,EMBRAER S.A.,20087,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Eve formaliza processo para Certificação de Tipo do eVTOL junto à ANAC,020087IPE100220220104460205-50,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941035&numSequencia=465769&numVersao=1,0.08651995,0.07820232,0.83527774,NEUTRAL,0.83527774,0.008317627
2022-02-10,2022,B3SA3,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Destaques Operacionais - Janeiro 2022,021610IPE100220220104460211-36,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941361&numSequencia=466095&numVersao=1,0.42408723,0.10842742,0.4674853,NEUTRAL,0.4674853,0.31565982
2022-02-10,2022,ITSA4,ITAUSA S.A.,7617,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Compromisso de Investimento em Oferta de Ações da Alpargatas S.A.,007617IPE100220220104460214-10,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941758&numSequencia=466492&numVersao=1,0.45423585,0.06716145,0.47860274,NEUTRAL,0.47860274,0.3870744
2022-02-10,2022,ELET3,CENTRAIS ELETRICAS BRASILEIRAS SA,2437,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,Sentença de Arbitragem Santo Antônio Energia,002437IPE100220220104460205-13,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=940989&numSequencia=465723&numVersao=1,0.11926789,0.2696178,0.6111144,NEUTRAL,0.6111144,-0.15034992
2022-02-10,2022,KLBN11,KLABIN S.A.,12653,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,,Apresentação de Resultados 4T21,012653IPE100220220104460206-46,https://www.rad.cvm.gov.br/ENET/frmDownloadDocumento.aspx?Tela=ext&descTipo=IPE&CodigoInstituicao=1&numProtocolo=941090&numSequencia=465824&numVersao=1,0.19334343,0.123276725,0.6833799,NEUTRAL,0.6833799,0.070066705
